"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel";"Warenempfänger_String"
"6910.9000";"Waschbecken Keramik";"300012862";"300012862-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;24.00;24.00;490.59;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128627709500 0001";"77 Mineralgusswaschtisch1200mm";"77";"neo.2";"300012862";"7709500 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012862";"300012862-11";11;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;40.00;40.00;535.78;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128627722400 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"300012862";"7722400 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"7009.9190";"Glasspiegel";"300012862";"300012862-12";12;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;37.00;37.00;484.94;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128627740800 0001";"Spiegelschrank neo.2 1200mm";"77";"neo.2";"300012862";"7740800 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.9090";"Möbelteile aus Holz";"300012866";"300012866-10";10;"Richter + Frenzel Aschheim-Dornach";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;11.10.2011 00:00:00;11.10.2011 00:00:00;0.00;0.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;5;"300012866501204  0001";"500000er Ersatzteile";"90";"Neutrale Artikel";"300012866";"501204  0001";"Bagar Werbung & Design, Carl-von-Linde-Strasse 4b, DE-85748 Garching - Hochbrück"
"9403.6000";"Holzmöbel";"300012868";"300012868-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;17.50;17.50;326.74;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128688421200 0001";"Unterbau MyStar 540 mm";"84";"MyStar";"300012868";"8421200 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012869";"300012869-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;423.73;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128695920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012869";"5920400 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"7009.9190";"Glasspiegel";"300012869";"300012869-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;19.00;19.00;407.72;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128695940402 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012869";"5940402 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"7009.9190";"Glasspiegel";"300012870";"300012870-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;24.00;24.00;477.88;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128705940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012870";"5940600 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012873";"300012873-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128735920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012873";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012873";"300012873-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128735940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012873";"5940900 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012875";"300012875-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;30.50;30.50;362.53;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128758421400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012875";"8421400 0001";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten"
"7324.9021";"Sanitärartikel";"300012877";"300012877-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190100";"Handtuchhalter 430x62mm li.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190100     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7324.9021";"Sanitärartikel";"300012877";"300012877-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190100";"Handtuchhalter 430x62mm li.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190100     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7324.9021";"Sanitärartikel";"300012877";"300012877-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190200";"Handtuchhalter 430x62mm re.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190200     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7324.9021";"Sanitärartikel";"300012877";"300012877-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190200";"Handtuchhalter 430x62mm re.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190200     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012878";"300012878-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;31.00;31.00;462.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128785920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012878";"5920500 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012879";"300012879-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128795920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012879";"5920400 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"9403.6000";"Holzmöbel";"300012881";"300012881-10";10;"Richter + Frenzel Mainz";"H00000370";"Hechtsheimer Strasse";"2";"DE";"55131";"Mainz";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128815930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012881";"5930100 0001";"Richter + Frenzel GmbH + Co.KG, Hechtsheimer Strasse 2, DE-55131 Mainz"
"9403.6000";"Holzmöbel";"300012882";"300012882-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;35.50;35.50;454.80;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128828420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012882";"8420400 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"7009.9190";"Glasspiegel";"300012882";"300012882-20";20;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";21.10.2011 00:00:00;26.10.2011 00:00:00;32.00;32.00;569.68;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128825940700 0001";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";"300012882";"5940700 0001";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn"
"9403.6000";"Holzmöbel";"300012883";"300012883-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128835920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012883";"5920100 0001";"Richter + Frenzel GmbH + Co.KG, Gottlieb-Daimler-Str. 8, DE-35398 Giessen"
"9403.6000";"Holzmöbel";"300012884";"300012884-10";10;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128845925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012884";"5925300 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
"9403.6000";"Holzmöbel";"300012885";"300012885-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00102438420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"SP0010243";"8420400 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7324.9021";"Sanitärartikel";"300012885";"300012885-20";20;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;0.00;0.00;43.08;1.00;"Euro";19;"R&F";"200";;;1;0;"9013405";"Handtuchhalter Fin 400 rechts";"998";"Einkaufsteile/Ersatzteile";"         ";"9013405     ";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012886";"300012886-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;21.00;21.00;375.71;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128865925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012886";"5925300 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012887";"300012887-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;12.00;12.00;269.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128875925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012887";"5925100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012888";"300012888-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;30.00;30.00;655.37;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128885941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012888";"5941500 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012889";"300012889-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;21.70;21.70;386.07;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128896522000 0001";"Unterbau Vero 580  mm";"65";"Vero";"300012889";"6522000 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012890";"300012890-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;16.00;16.00;443.98;1.00;"Euro";19;"R&F";"200";;;1;5;"3000128907762300 0001";"Lichtspiegel neo.2 600 mm";"77";"neo.2";"300012890";"7762300 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012891";"300012891-10";10;"Richter + Frenzel Kempten";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128915930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012891";"5930100 0001";"Bagar Werbung & Design, Carl-von-Linde-Strasse 4b, DE-85748 Garching - Hochbrück"
"9403.6000";"Holzmöbel";"300012892";"300012892-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128925920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012892";"5920500 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012892";"300012892-11";11;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128925931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012892";"5931101 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"7009.9190";"Glasspiegel";"300012892";"300012892-12";12;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;30.00;30.00;611.07;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128925941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012892";"5941500 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012893";"300012893-10";10;"Richter + Frenzel Kempten";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128935930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012893";"5930100 0001";"Bagar Werbung & Design, Carl-von-Linde-Strasse 4b, DE-85748 Garching - Hochbrück"
"9403.6000";"Holzmöbel";"300012894";"300012894-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;30.50;30.50;362.53;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128948421400 0002";"Unterbau MyStar 960 mm";"84";"MyStar";"300012894";"8421400 0002";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"7009.9190";"Glasspiegel";"300012894";"300012894-20";20;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;32.00;32.00;475.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128945940700 0001";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";"300012894";"5940700 0001";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"9403.6000";"Holzmöbel";"300012895";"300012895-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128955925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012895";"5925100 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"7009.9190";"Glasspiegel";"300012895";"300012895-11";11;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;14.00;14.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128955940101 0001";"Spiegelschrank MyStyle 450 mm";"59";"MyStyle / cubito";"300012895";"5940101 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012896";"300012896-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128965920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012896";"5920600 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"7009.9190";"Glasspiegel";"300012897";"300012897-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;37.00;37.00;579.57;1.00;"Euro";19;"R&F";"200";;;1;0;"3000128975940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012897";"5940900 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012900";"300012900-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;70.00;70.00;733.06;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129006120400 0001";"Unterbau Noto 1350mm";"61";"Noto";"300012900";"6120400 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"6910.9000";"Waschbecken Keramik";"300012900";"300012900-11";11;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;45.00;45.00;509.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129006100400 0001";"Mineralgusswaschtisch 1350mm";"61";"Noto";"300012900";"6100400 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"7009.9190";"Glasspiegel";"300012900";"300012900-12";12;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;52.00;52.00;653.39;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129006140901 0001";"Spiegelschrank Noto 1350mm";"61";"Noto";"300012900";"6140901 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"9403.6000";"Holzmöbel";"300012900";"300012900-13";13;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;64.00;64.00;328.82;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129006131101 0001";"Seitenschrank Noto 450mm";"61";"Noto";"300012900";"6131101 0001";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor"
"9403.6000";"Holzmöbel";"300012901";"300012901-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;42.50;42.50;565.45;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129018424101 0001";"Unterbau MyStar 1220mm";"84";"MyStar";"300012901";"8424101 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7009.9190";"Glasspiegel";"300012901";"300012901-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;25.00;25.00;548.50;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129015941600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012901";"5941600 0001";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7324.9021";"Sanitärartikel";"300012902";"300012902-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";14.10.2011 00:00:00;20.10.2011 00:00:00;0.00;0.00;43.08;1.00;"Euro";19;"R&F";"200";;;1;0;"9013305";"Handtuchhalter Fin 400 links";"998";"Einkaufsteile/Ersatzteile";"         ";"9013305     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"7324.9021";"Sanitärartikel";"300012902";"300012902-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";14.10.2011 00:00:00;20.10.2011 00:00:00;0.00;0.00;43.08;1.00;"Euro";19;"R&F";"200";;;1;0;"9013405";"Handtuchhalter Fin 400 rechts";"998";"Einkaufsteile/Ersatzteile";"         ";"9013405     ";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg"
"9403.6000";"Holzmöbel";"300012903";"300012903-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129035920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012903";"5920500 0001";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg"
"7009.9190";"Glasspiegel";"300012904";"300012904-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129045940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012904";"5940500 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"7009.9190";"Glasspiegel";"300012904";"300012904-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129045940301 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012904";"5940301 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"9403.6000";"Holzmöbel";"300012905";"300012905-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;26.00;411.49;1.00;"Euro";19;"R&F";"200";;;1;0;"3000129055920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012905";"5920400 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
