"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel";"Warenempfänger_String"
"9403.9090";"Möbelteile aus Holz";"300012328";"300012328-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;12.00;12.00;268.36;1.00;"Euro";19;"R&F";"200";;;1;5;"3000123287704600 0001";"ABF Kunstharz neo.2 1500mm";"77";"neo.2";"300012328";"7704600 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012328";"300012328-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;32.00;32.00;554.85;1.00;"Euro";19;"R&F";"200";;;1;5;"3000123287724600 0001";"Unterbau neo.2 1500mm";"77";"neo.2";"300012328";"7724600 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012328";"300012328-12";12;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;38.00;38.00;337.57;1.00;"Euro";19;"R&F";"200";"W006      ";1.00;1;9;"3000123287730701 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012328";"7730701 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"7009.9190";"Glasspiegel";"300012328";"300012328-20";20;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;38.00;38.00;682.68;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;10;"3000123287763500 0001";"Lichtspiegel neo.2 1500mm";"77";"neo.2";"300012328";"7763500 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012328";"300012328-30";30;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;47.00;47.00;339.93;1.00;"Euro";19;"R&F";"200";"W006      ";1.00;1;9;"SP00099587732501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0009958";"7732501 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012328";"300012328-31";31;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;47.00;47.00;339.93;1.00;"Euro";19;"R&F";"200";"W006      ";1.00;1;9;"SP00099587732602 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0009958";"7732602 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"6910.9000";"Waschbecken Keramik";"300012411";"300012411-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";13.10.2011 00:00:00;19.10.2011 00:00:00;30.00;30.00;716.58;1.00;"Euro";19;"R&F";"200";"A000      ";1.00;1;9;"SP00099507708500 0001";"77 Glaswaschtisch 120mm";"77";"neo.2";"SP0009950";"7708500 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012411";"300012411-11";11;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";13.10.2011 00:00:00;19.10.2011 00:00:00;40.00;40.00;449.63;1.00;"Euro";19;"R&F";"200";"W013      ";1.00;1;9;"SP00099507722400 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"SP0009950";"7722400 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012411";"300012411-12";12;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";13.10.2011 00:00:00;19.10.2011 00:00:00;37.00;74.00;530.13;2.00;"Euro";19;"R&F";"200";"B21       ";1.00;1;7;"SP00099507732402 0001";"Seitenschrank neo.2 350 mm";"77";"neo.2";"SP0009950";"7732402 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012411";"300012411-13";13;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";13.10.2011 00:00:00;19.10.2011 00:00:00;47.00;47.00;308.85;1.00;"Euro";19;"R&F";"200";"D007      ";1.00;1;9;"SP00099507732501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0009950";"7732501 0001";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg"
"9403.6000";"Holzmöbel";"300012432";"300012432-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;60.00;60.00;1096.52;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100456120000 0001";"Unterbau Noto 1700 mm";"61";"Noto";"SP0010045";"6120000 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012454";"300012454-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";07.10.2011 00:00:00;13.10.2011 00:00:00;65.00;65.00;574.86;1.00;"Euro";19;"R&F";"200";"A000      ";1.00;1;9;"3000124546120100 0001";"Unterbau Noto 1100mm";"61";"Noto";"300012454";"6120100 0001";"Richter + Frenzel GmbH + Co.KG, Gottlieb-Daimler-Str. 8, DE-35398 Giessen"
"9403.6000";"Holzmöbel";"300012454";"300012454-20";20;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";07.10.2011 00:00:00;13.10.2011 00:00:00;40.00;40.00;326.74;1.00;"Euro";19;"R&F";"200";;;1;5;"3000124546130202 0001";"Seitenschrank Noto 450mm";"61";"Noto";"300012454";"6130202 0001";"Richter + Frenzel GmbH + Co.KG, Gottlieb-Daimler-Str. 8, DE-35398 Giessen"
"9403.6000";"Holzmöbel";"300012458";"300012458-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;54.00;54.00;796.14;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"SP00100325920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"SP0010032";"5920600 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012458";"300012458-11";11;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;40.00;40.00;645.95;1.00;"Euro";19;"R&F";"200";"F21       ";1.00;1;9;"SP00100325940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"SP0010032";"5940800 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012458";"300012458-20";20;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;12.00;12.00;269.30;1.00;"Euro";19;"R&F";"200";"W002      ";1.00;1;9;"3000124585920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012458";"5920100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012459";"300012459-10";10;"Richter + Frenzel Ingolstadt";"H00000348";"Eriagstr.";"11";"DE";"85053";"Ingolstadt";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;60.00;60.00;1089.84;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100346120000 0001";"Unterbau Noto 2000mm";"61";"Noto";"SP0010034";"6120000 0001";"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt"
"9403.6000";"Holzmöbel";"300012462";"300012462-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;65.00;65.00;690.21;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100366120100 0001";"Unterbau Noto 1200mm";"61";"Noto";"SP0010036";"6120100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"6910.9000";"Waschbecken Keramik";"300012462";"300012462-20";20;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;31.00;31.00;342.75;1.00;"Euro";19;"R&F";"200";;;1;5;"3000124626100100 0001";"Mineralgusswaschtisch 900 mm";"61";"Noto";"300012462";"6100100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012462";"300012462-21";21;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;36.00;36.00;692.09;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"3000124626142300 0001";"Spiegelschrank Noto 900 mm";"61";"Noto";"300012462";"6142300 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.6000";"Holzmöbel";"300012486";"300012486-10";10;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;54.00;54.00;834.75;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101255920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"SP0010125";"5920600 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
"9403.6000";"Holzmöbel";"300012486";"300012486-11";11;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";18.10.2011 00:00:00;18.10.2011 00:00:00;26.00;52.00;809.80;2.00;"Euro";19;"R&F";"200";;;1;0;"SP00101255930100 0001";"Seitenschrank MyStyle 310mm";"59";"MyStyle / cubito";"SP0010125";"5930100 0001";"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten"
"9403.6000";"Holzmöbel";"300012487";"300012487-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;65.00;65.00;857.35;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100376120100 0001";"Unterbau Noto 1350mm";"61";"Noto";"SP0010037";"6120100 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"7009.9190";"Glasspiegel";"300012487";"300012487-20";20;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;30.00;30.00;655.37;1.00;"Euro";19;"R&F";"200";"E24       ";1.00;1;9;"3000124875941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012487";"5941500 0001";"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach"
"9403.9090";"Möbelteile aus Holz";"300012492";"300012492-10";10;"Richter + Frenzel Fulda";"H00000354";"Breitungerstrasse";"1";"DE";"36100";"Petersberg b. Fulda";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;15.00;15.00;247.65;1.00;"Euro";19;"R&F";"200";;;1;5;"3000124927704700 0001";"ABF Kunstharz neo.2 1800mm";"77";"neo.2";"300012492";"7704700 0001";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda"
"9403.6000";"Holzmöbel";"300012492";"300012492-11";11;"Richter + Frenzel Fulda";"H00000354";"Breitungerstrasse";"1";"DE";"36100";"Petersberg b. Fulda";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;70.00;70.00;767.42;1.00;"Euro";19;"R&F";"200";"A12       ";1.00;1;9;"3000124927723700 0001";"Unterbau neo.2 1800mm";"77";"neo.2";"300012492";"7723700 0001";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda"
"9403.6000";"Holzmöbel";"300012540";"300012540-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;0.00;0.00;406.52;1.00;"Euro";19;"R&F";"200";"F004      ";1.00;1;9;"SP00100388922100 0001";"Unterbau iCon / Modul X 700 mm";"89";"iCon / Modul X";"SP0010038";"8922100 0001";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg"
"9403.6000";"Holzmöbel";"300012544";"300012544-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;35.50;35.50;540.96;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100488420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"SP0010048";"8420400 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"9403.6000";"Holzmöbel";"300012544";"300012544-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;26.00;26.00;334.75;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"SP00100488430100 0001";"Hochschrank MyStar 350mm";"84";"MyStar";"SP0010048";"8430100 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"7009.9190";"Glasspiegel";"300012544";"300012544-20";20;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;34.00;34.00;667.61;1.00;"Euro";19;"R&F";"200";"I26       ";1.00;1;9;"3000125445941700 0001";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";"300012544";"5941700 0001";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg"
"9403.6000";"Holzmöbel";"300012567";"300012567-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;26.00;26.00;321.09;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101278430100 0001";"Hochschrank MyStar 350mm";"84";"MyStar";"SP0010127";"8430100 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012567";"300012567-20";20;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;30.50;30.50;362.53;1.00;"Euro";19;"R&F";"200";;;1;0;"3000125678421400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012567";"8421400 0001";"Richter + Frenzel Landshut-Ergoldin, Industriestr. 18 a, DE-84030 Landshut-Ergolding"
"9403.6000";"Holzmöbel";"300012570";"300012570-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;9999.00;9999.00;342.28;1.00;"Euro";19;"R&F";"200";;;1;0;"3000125707727300 0001";"Unterbau neo.2 900 mm";"77";"neo.2";"300012570";"7727300 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"7009.9190";"Glasspiegel";"300012570";"300012570-20";20;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;31.00;31.00;328.86;1.00;"Euro";19;"R&F";"200";;;1;0;"3000125707741700 0001";"Spiegelschrank neo.2 900 mm";"77";"neo.2";"300012570";"7741700 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"6910.9000";"Waschbecken Keramik";"300012570";"300012570-30";30;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;23.00;23.00;274.25;1.00;"Euro";19;"R&F";"200";;;1;0;"3000125707708300 0001";"77 Glaswaschtisch 900mm";"77";"neo.2";"300012570";"7708300 0001";"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben"
"9403.6000";"Holzmöbel";"300012578";"300012578-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";14.10.2011 00:00:00;20.10.2011 00:00:00;0.00;0.00;49.61;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101290001";"Ablage 268 x 445 mm";"990";"SPEZ Möbel";"SP0010129";"0001        ";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten"
"9403.6000";"Holzmöbel";"300012585";"300012585-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;60.00;60.00;596.52;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101326120000 0001";"Unterbau Noto 1100mm";"61";"Noto";"SP0010132";"6120000 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012585";"300012585-11";11;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";21.10.2011 00:00:00;27.10.2011 00:00:00;64.00;64.00;438.80;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101326131202 0001";"Seitenschrank Noto 350mm";"61";"Noto";"SP0010132";"6131202 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.9090";"Möbelteile aus Holz";"300012585";"300012585-20";20;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;8.00;8.00;152.07;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101326010000 0001";"Waschtischplatte KH 850 mm";"60";"Nara";"SP0010132";"6010000 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.9090";"Möbelteile aus Holz";"300012585";"300012585-21";21;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;3.00;12.00;131.83;4.00;"Euro";19;"R&F";"200";;;1;5;"SP00101326088000 0001";"Konsole";"90";"Neutrale Artikel";"SP0010132";"6088000 0001";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.9090";"Möbelteile aus Holz";"300012585";"300012585-30";30;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";21.10.2011 00:00:00;21.10.2011 00:00:00;8.00;8.00;119.12;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101326010000 0002";"Waschtischplatte KH 850 mm";"60";"Nara";"SP0010132";"6010000 0002";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling"
"9403.6000";"Holzmöbel";"300012605";"300012605-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;5;"SP00100815925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"SP0010081";"5925300 0001";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"7009.9190";"Glasspiegel";"300012605";"300012605-20";20;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;19.00;19.00;363.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126057740602 0001";"Spiegelschrank neo.2 600 mm";"77";"neo.2";"300012605";"7740602 0001";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau"
"9403.9090";"Möbelteile aus Holz";"300012618";"300012618-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;15.00;15.00;212.92;1.00;"Euro";19;"F-R&F";"200";;;1;5;"SP00101597704700 0001";"ABF Kunstharz neo.2 2400mm";"77";"neo.2";"SP0010159";"7704700 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012618";"300012618-20";20;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;21.00;42.00;471.75;2.00;"Euro";19;"F-R&F";"200";;;1;0;"SP00101597724400 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"SP0010159";"7724400 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012618";"300012618-21";21;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;36.00;36.00;211.51;1.00;"Euro";19;"F-R&F";"200";;;1;0;"SP00101597730501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0010159";"7730501 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012618";"300012618-22";22;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;45.00;45.00;425.14;1.00;"Euro";19;"F-R&F";"200";;;1;0;"SP00101597731002 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0010159";"7731002 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"9403.6000";"Holzmöbel";"300012618";"300012618-23";23;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;22.00;22.00;235.17;1.00;"Euro";19;"F-R&F";"200";;;1;0;"SP00101597728100 0001";"Rollboy neo.2 600 mm";"77";"neo.2";"SP0010159";"7728100 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"7009.9190";"Glasspiegel";"300012618";"300012618-24";24;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;28.00;28.00;499.65;1.00;"Euro";19;"F-R&F";"200";;;1;5;"SP00101597761101 0001";"Lichtspiegel neo.2 1200mm";"77";"neo.2";"SP0010159";"7761101 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
"7009.9190";"Glasspiegel";"300012618";"300012618-25";25;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";13.10.2011 00:00:00;13.10.2011 00:00:00;28.00;28.00;499.65;1.00;"Euro";19;"F-R&F";"200";;;1;5;"SP00101597761102 0001";"Lichtspiegel neo.2 1200mm";"77";"neo.2";"SP0010159";"7761102 0001";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich"
